        CG/HBCS        CG/ScaleStar
1        13.76        2.40
2        23.69        0.35
3        19.96        0.00
4        8.48        2.66
5        12.15        3.81
6        5.05        0.35
7        6.17        1.33
8        0.97        1.07
9        1.74        2.48
10        2.16        3.14
11        3.13        6.40
12        5.34        9.81
13        8.55        12.87
14        9.36        14.81
15        10.88        16.94
16        11.13        18.99
17        12.74        20.51
18        14.23        21.87
19        15.66        23.18
20        0.00        24.50
