        CG/HBCS        CG/ScaleStar
1        13.45        2.00
2        24.31        0.12
3        13.46        0.19
4        12.93        1.24
5        11.05        -0.14
6        18.24        0.21
7        2.97        0.41
8        0.76        0.93
9        1.39        5.12
10        4.55        8.56
11        7.30        12.45
12        9.01        15.11
13        10.80        17.14
14        11.06        19.56
15        12.92        21.24
16        13.96        22.64
17        14.81        24.21
18        14.23        25.43
19        14.89        26.58
20        0.00        27.66
