        CG/HBCS        CG/ScaleStar
1        40.05        0.28
2        40.72        -0.05
3        29.25        8.34
4        9.34        17.58
5        -0.24        23.39
6        1.80        27.41
7        3.44        30.33
8        4.71        32.51
9        5.43        34.23
10        6.16        35.61
11        6.68        36.74
12        7.04        37.70
13        7.46        38.49
14        7.72        39.17
15        7.91        39.79
16        8.13        40.33
17        8.40        40.82
18        8.53        41.25
19        8.58        41.65
20        0.00        41.97
