        CG/HBCS        CG/ScaleStar
1        32.27        -0.12
2        33.37        0.06
3        31.77        -0.13
4        12.04        -0.31
5        7.65        4.50
6        0.77        10.90
7        1.63        15.91
8        4.90        19.76
9        6.44        22.57
10        7.58        25.11
11        8.59        26.96
12        9.19        28.76
13        9.59        30.14
14        10.41        31.43
15        11.24        32.54
16        11.84        33.44
17        12.12        34.33
18        12.53        35.10
19        12.84        35.77
20        0.00        36.38
