        CG/HBCS        CG/ScaleStar
1        13.85        -6.87
2        23.54        0.24
3        31.69        0.10
4        29.14        -0.13
5        17.70        -0.01
6        4.74        0.69
7        1.75        5.88
8        3.51        9.91
9        5.72        14.57
10        7.27        17.30
11        8.91        20.35
12        8.16        22.28
13        9.72        24.39
14        10.65        25.89
15        12.01        27.29
16        13.12        28.67
17        13.28        29.73
18        14.22        30.79
19        15.04        31.66
20        0.00        32.47
