        CG/HBCS        CG/ScaleStar
1        34.97        0.14
2        40.24        0.09
3        30.28        3.49
4        13.58        13.73
5        1.30        20.17
6        1.80        24.43
7        3.14        27.59
8        4.43        30.02
9        5.57        32.04
10        6.56        33.61
11        7.32        34.93
12        7.60        36.04
13        8.12        36.98
14        8.50        37.81
15        8.55        38.49
16        8.73        39.12
17        9.19        39.68
18        9.55        40.17
19        9.60        40.64
20        0.00        40.99
