        CG/HBCS        CG/ScaleStar
1        33.68        0.08
2        40.69        0.05
3        32.32        1.46
4        8.71        11.49
5        1.17        18.15
6        1.49        22.87
7        3.98        26.41
8        4.74        29.10
9        5.84        31.15
10        6.75        32.80
11        7.47        34.16
12        8.10        35.28
13        8.59        36.31
14        8.52        37.13
15        9.11        37.87
16        9.44        38.52
17        9.46        39.10
18        9.78        39.62
19        10.06        40.10
20        0.00        40.52
