        CG/HBCS        CG/ScaleStar
1        33.90        0.18
2        41.12        -0.05
3        30.86        3.43
4        10.83        13.68
5        0.18        20.14
6        2.40        24.39
7        3.34        27.57
8        4.21        30.04
9        5.59        31.89
10        6.69        33.56
11        7.33        34.88
12        7.69        36.02
13        8.33        36.96
14        8.67        37.75
15        8.77        38.46
16        9.03        39.07
17        8.99        39.63
18        9.34        40.14
19        9.53        40.59
20        0.00        40.97
