        CG/HBCS        CG/ScaleStar
1        39.11        0.11
2        41.48        0.03
3        26.99        7.02
4        14.37        16.45
5        0.17        22.34
6        1.44        26.45
7        3.37        29.41
8        4.80        31.68
9        5.43        33.47
10        6.23        34.96
11        7.00        36.14
12        7.39        37.14
13        7.83        37.98
14        8.04        38.71
15        8.18        39.36
16        8.42        39.92
17        8.59        40.43
18        8.69        40.88
19        8.89        41.29
20        0.00        41.64
