        CG/HBCS        CG/ScaleStar
1        16.90        0.70
2        22.57        0.20
3        15.20        -0.12
4        21.46        -1.15
5        25.44        -0.01
6        10.95        0.26
7        1.22        1.43
8        2.47        6.15
9        4.70        10.02
10        7.97        14.03
11        8.63        16.71
12        9.47        19.01
13        10.99        21.21
14        10.98        22.89
15        11.95        24.67
16        12.38        26.03
17        12.81        27.20
18        13.91        28.41
19        14.88        29.39
20        0.00        30.36
