        CG/HBCS        CG/ScaleStar
1        39.00        0.19
2        41.17        0.09
3        29.21        6.88
4        10.93        16.44
5        0.42        22.35
6        1.55        26.42
7        3.54        29.37
8        4.83        31.65
9        5.46        33.43
10        6.32        34.88
11        6.88        36.08
12        7.38        37.09
13        7.69        37.93
14        7.93        38.63
15        8.04        39.26
16        8.44        39.85
17        8.59        40.39
18        8.75        40.83
19        9.04        41.25
20        0.00        41.59
