        CG/HBCS        CG/ScaleStar
1        37.40        0.11
2        40.07        0.11
3        26.35        5.17
4        14.82        15.04
5        0.27        21.32
6        2.08        25.53
7        3.56        28.62
8        5.01        30.99
9        6.05        32.85
10        6.69        34.33
11        6.85        35.57
12        7.56        36.63
13        7.96        37.50
14        8.22        38.26
15        8.56        38.94
16        8.58        39.50
17        8.96        40.06
18        9.01        40.51
19        9.22        40.94
20        0.00        41.29
