        CG/HBCS        CG/ScaleStar
1        41.24        0.18
2        41.14        0.03
3        29.11        9.92
4        3.53        19.04
5        0.20        24.72
6        2.33        28.43
7        3.51        31.10
8        4.47        33.17
9        5.49        34.76
10        6.12        36.14
11        6.63        37.20
12        6.93        38.11
13        7.24        38.93
14        7.56        39.61
15        7.86        40.18
16        7.98        40.67
17        8.16        41.14
18        8.33        41.55
19        8.36        41.92
20        0.00        42.25
