        CG/HBCS        CG/ScaleStar
1        33.77        0.20
2        40.28        0.06
3        31.63        1.45
4        5.41        11.54
5        -0.07        18.05
6        1.76        22.92
7        3.61        26.37
8        4.60        29.05
9        5.84        31.12
10        6.89        32.79
11        7.69        34.17
12        7.96        35.29
13        8.36        36.22
14        8.81        37.09
15        8.92        37.85
16        9.49        38.50
17        9.67        39.08
18        9.86        39.60
19        9.90        40.10
20        0.00        40.49
