        CG/HBCS        CG/ScaleStar
1        34.65        0.19
2        41.50        0.04
3        29.75        3.22
4        12.83        13.55
5        0.66        19.95
6        1.98        24.31
7        3.63        27.47
8        4.25        29.92
9        5.58        31.91
10        6.42        33.49
11        7.38        34.86
12        7.75        35.96
13        8.11        36.91
14        8.64        37.71
15        8.66        38.39
16        8.95        39.01
17        9.18        39.59
18        9.30        40.08
19        9.65        40.52
20        0.00        40.91
