        CG/HBCS        CG/ScaleStar
1        32.99        -0.01
2        35.31        0.08
3        23.41        0.14
4        15.95        2.36
5        4.82        9.90
6        1.09        16.01
7        3.73        20.50
8        4.51        23.53
9        5.16        26.22
10        7.26        28.42
11        8.18        30.03
12        8.82        31.52
13        9.83        32.82
14        9.86        33.83
15        10.30        34.79
16        10.60        35.65
17        10.97        36.36
18        11.29        37.02
19        11.57        37.62
20        0.00        38.18
