        CG/HBCS        CG/ScaleStar
1        33.12        0.01
2        37.32        0.04
3        33.63        -0.93
4        11.89        9.33
5        0.62        16.62
6        1.03        21.60
7        3.81        25.23
8        4.90        27.98
9        5.92        30.01
10        6.78        31.82
11        7.38        33.27
12        8.16        34.54
13        9.13        35.57
14        9.12        36.49
15        8.98        37.22
16        9.43        37.91
17        10.01        38.54
18        10.34        39.08
19        10.36        39.61
20        0.00        40.04
