        CG/HBCS        CG/ScaleStar
1        40.15        0.15
2        40.54        0.08
3        28.10        8.73
4        6.79        17.74
5        0.01        23.52
6        1.80        27.46
7        3.63        30.38
8        4.50        32.57
9        5.21        34.27
10        6.39        35.67
11        6.74        36.80
12        7.10        37.74
13        7.51        38.53
14        7.73        39.24
15        8.23        39.85
16        8.14        40.38
17        8.31        40.87
18        8.52        41.30
19        8.64        41.69
20        0.00        42.02
