        CG/HBCS        CG/ScaleStar
1        17.24        -0.36
2        20.76        0.07
3        14.99        0.13
4        23.15        0.79
5        23.96        0.04
6        14.20        -0.94
7        0.88        1.29
8        2.22        5.89
9        4.50        9.50
10        8.04        13.73
11        9.20        16.31
12        10.20        18.78
13        11.24        21.09
14        11.10        22.65
15        12.24        24.55
16        12.60        25.82
17        13.41        27.07
18        13.64        28.31
19        14.67        29.28
20        0.00        30.30
