        CG/HBCS        CG/ScaleStar
1        39.09        0.16
2        41.78        0.01
3        27.90        7.02
4        12.63        16.52
5        0.23        22.44
6        1.70        26.51
7        3.37        29.46
8        4.47        31.73
9        5.64        33.52
10        6.13        34.98
11        6.89        36.18
12        7.31        37.15
13        7.77        38.01
14        8.02        38.74
15        8.13        39.38
16        8.39        39.97
17        8.53        40.47
18        8.86        40.93
19        9.05        41.34
20        0.00        41.68
