        CG/HBCS        CG/ScaleStar
1        32.99        0.01
2        35.87        -0.99
3        25.99        0.18
4        18.99        4.73
5        1.88        12.84
6        1.44        17.83
7        2.75        22.10
8        4.38        25.28
9        6.10        27.68
10        7.23        29.57
11        8.05        31.20
12        8.68        32.65
13        9.13        33.70
14        9.48        34.76
15        9.93        35.67
16        10.49        36.47
17        10.64        37.13
18        10.95        37.73
19        11.13        38.32
20        0.00        38.83
