        CG/HBCS        CG/ScaleStar
1        38.36        0.11
2        40.35        0.04
3        25.18        6.79
4        11.45        16.31
5        0.17        22.27
6        1.63        26.39
7        3.36        29.38
8        4.66        31.65
9        5.64        33.44
10        6.30        34.93
11        6.84        36.13
12        7.47        37.10
13        7.79        37.93
14        8.06        38.67
15        8.31        39.33
16        8.55        39.91
17        8.49        40.41
18        8.60        40.87
19        8.89        41.28
20        0.00        41.63
