        CG/HBCS        CG/ScaleStar
1        20.77        0.43
2        23.06        0.10
3        27.41        0.28
4        23.01        0.01
5        15.39        0.19
6        1.10        0.42
7        1.53        5.75
8        4.16        9.98
9        6.77        14.49
10        7.73        17.11
11        8.36        20.29
12        8.96        22.17
13        9.69        24.09
14        11.53        25.80
15        11.89        27.10
16        12.59        28.58
17        13.44        29.53
18        14.65        30.73
19        14.92        31.59
20        0.00        32.42
