        CG/HBCS        CG/ScaleStar
1        39.42        0.17
2        40.90        -0.02
3        25.79        7.01
4        11.37        16.46
5        0.35        22.34
6        1.60        26.44
7        3.75        29.45
8        4.81        31.75
9        5.56        33.49
10        6.02        34.96
11        6.83        36.18
12        7.24        37.17
13        7.76        38.00
14        7.92        38.73
15        8.36        39.37
16        8.67        39.94
17        8.74        40.46
18        8.81        40.91
19        8.96        41.32
20        0.00        41.65
