        CG/HBCS        CG/ScaleStar
1        33.19        0.02
2        35.44        0.16
3        23.48        0.06
4        18.61        2.38
5        3.36        9.76
6        1.38        16.19
7        3.73        20.56
8        4.59        23.51
9        5.73        26.30
10        7.16        28.42
11        8.40        30.08
12        8.92        31.51
13        9.40        32.83
14        9.83        33.80
15        10.10        34.80
16        10.61        35.66
17        11.10        36.40
18        11.58        37.04
19        11.69        37.66
20        0.00        38.21
