        CG/HBCS        CG/ScaleStar
1        31.32        0.03
2        35.12        0.10
3        28.35        0.08
4        13.81        -1.71
5        8.46        7.67
6        0.48        14.03
7        2.87        18.01
8        4.82        21.88
9        6.74        24.75
10        7.16        26.79
11        7.80        28.78
12        8.94        30.33
13        10.00        31.63
14        10.44        32.84
15        10.54        33.79
16        11.20        34.71
17        11.56        35.50
18        11.80        36.13
19        12.11        36.80
20        0.00        37.39
