        CG/HBCS        CG/ScaleStar
1        18.52        19.44
2        17.73        -16.59
3        29.39        2.06
4        35.84        11.68
5        36.67        11.75
6        26.95        -5.48
7        13.02        -0.38
8        16.97        0.25
9        7.30        8.20
10        10.01        7.74
11        13.41        7.50
12        2.84        3.37
13        8.10        8.61
14        10.10        11.60
15        13.96        15.39
16        5.06        12.79
17        8.68        16.11
18        10.99        18.23
19        12.30        19.43
20        0.00        19.43
