        CG/HBCS        CG/ScaleStar
1        16.28        1.15
2        22.78        0.01
3        15.44        0.09
4        9.98        0.45
5        14.85        0.02
6        5.20        0.04
7        5.35        0.06
8        0.00        1.04
9        2.08        5.11
10        4.27        9.06
11        7.13        12.50
12        8.62        15.04
13        10.04        17.51
14        11.91        19.41
15        13.29        21.23
16        13.80        22.78
17        14.94        24.20
18        14.60        25.47
19        14.55        26.65
20        0.00        27.74
