        CG/HBCS        CG/ScaleStar
1        33.60        0.14
2        34.26        -1.04
3        29.60        0.07
4        20.85        4.74
5        0.69        12.81
6        1.18        17.87
7        2.89        22.10
8        4.29        25.25
9        5.92        27.54
10        7.07        29.54
11        8.23        31.20
12        8.79        32.63
13        8.82        33.72
14        9.73        34.75
15        9.94        35.65
16        10.56        36.45
17        10.67        37.10
18        11.18        37.73
19        11.22        38.29
20        0.00        38.82
