        CG/HBCS        CG/ScaleStar
1        17.02        1.02
2        22.55        0.17
3        16.74        0.23
4        21.34        0.63
5        20.37        -0.04
6        9.82        0.02
7        1.08        1.49
8        1.98        6.04
9        4.36        9.75
10        8.11        13.92
11        8.42        16.68
12        10.84        19.05
13        11.44        21.23
14        12.29        22.89
15        12.36        24.71
16        12.51        26.04
17        13.51        27.08
18        14.82        28.37
19        14.26        29.39
20        0.00        30.36
