        CG/HBCS        CG/ScaleStar
1        33.18        0.03
2        38.94        -0.00
3        32.03        -1.60
4        7.59        9.36
5        0.08        16.75
6        0.92        21.68
7        3.61        25.28
8        5.46        28.04
9        5.66        30.05
10        6.72        31.83
11        7.66        33.28
12        8.20        34.52
13        8.90        35.60
14        9.23        36.46
15        9.32        37.24
16        9.51        37.96
17        9.86        38.54
18        10.09        39.09
19        10.66        39.61
20        0.00        40.05
