        CG/HBCS        CG/ScaleStar
1        40.19        0.13
2        41.57        0.06
3        28.71        8.62
4        5.03        17.63
5        0.06        23.37
6        1.68        27.40
7        3.86        30.31
8        4.53        32.51
9        5.61        34.21
10        6.35        35.60
11        6.94        36.72
12        7.34        37.68
13        7.45        38.47
14        7.73        39.16
15        8.05        39.77
16        8.29        40.33
17        8.33        40.80
18        8.48        41.25
19        8.69        41.64
20        0.00        41.96
