        CG/HBCS        CG/ScaleStar
1        16.29        0.87
2        24.12        0.15
3        16.31        0.21
4        12.15        0.71
5        13.06        0.13
6        15.17        -0.05
7        3.33        0.15
8        4.17        0.86
9        1.64        4.88
10        4.46        8.47
11        6.84        12.46
12        9.42        14.99
13        10.97        17.16
14        11.27        19.38
15        13.25        21.18
16        14.13        22.63
17        14.61        24.17
18        15.20        25.37
19        15.35        26.49
20        0.00        27.60
