        CG/HBCS        CG/ScaleStar
1        32.70        0.03
2        35.15        0.24
3        27.35        0.08
4        21.52        5.02
5        0.45        13.14
6        0.57        17.97
7        3.10        22.27
8        4.38        25.51
9        6.04        27.89
10        7.27        29.76
11        8.40        31.47
12        8.91        32.83
13        9.02        33.96
14        9.47        34.94
15        9.87        35.87
16        10.31        36.66
17        10.52        37.31
18        10.99        37.92
19        11.17        38.49
20        0.00        39.00
