        CG/HBCS        CG/ScaleStar
1        35.51        0.17
2        40.68        0.04
3        28.43        3.37
4        11.22        13.61
5        0.02        20.05
6        2.05        24.32
7        3.20        27.50
8        4.62        30.02
9        5.69        31.96
10        6.61        33.54
11        7.18        34.87
12        7.57        35.97
13        7.91        36.97
14        8.46        37.75
15        8.85        38.48
16        9.18        39.10
17        9.19        39.65
18        9.50        40.14
19        9.70        40.60
20        9.81        40.99
