        CG/HBCS        CG/ScaleStar
1        21.25        -5.80
2        29.72        0.58
3        35.20        0.47
4        21.14        0.19
5        7.19        -0.90
6        0.76        4.23
7        1.02        8.88
8        4.03        14.33
9        3.52        17.40
10        6.15        20.67
11        8.10        22.75
12        10.04        24.98
13        10.46        26.52
14        11.54        28.20
15        11.82        29.29
16        12.52        30.49
17        13.19        31.44
18        13.49        32.43
19        13.60        33.24
20        13.60        34.00
