        CG/HBCS        CG/ScaleStar
1        38.66        0.14
2        40.46        0.10
3        26.26        6.99
4        14.17        16.54
5        0.49        22.42
6        1.64        26.45
7        3.31        29.43
8        4.82        31.76
9        5.45        33.49
10        6.29        34.95
11        6.89        36.15
12        7.28        37.12
13        7.80        37.99
14        8.18        38.70
15        8.22        39.35
16        8.43        39.92
17        8.68        40.44
18        8.80        40.90
19        9.14        41.31
20        0.00        41.64
