        CG/HBCS        CG/ScaleStar
1        32.62        0.09
2        33.30        0.13
3        26.41        0.14
4        11.96        -0.77
5        10.10        7.68
6        0.47        14.02
7        2.78        18.16
8        5.23        21.94
9        6.18        24.76
10        6.91        26.91
11        7.81        28.75
12        8.75        30.22
13        9.73        31.59
14        10.62        32.79
15        10.89        33.75
16        11.44        34.66
17        11.89        35.50
18        11.46        36.17
19        12.02        36.85
20        0.00        37.40
