        CG/HBCS        CG/ScaleStar
1        33.08        0.14
2        38.58        0.01
3        31.19        -1.26
4        8.28        9.50
5        1.80        16.81
6        1.15        21.70
7        3.60        25.34
8        5.21        28.07
9        6.13        30.05
10        6.77        31.84
11        7.50        33.31
12        8.29        34.57
13        8.65        35.62
14        9.28        36.51
15        9.48        37.27
16        9.71        37.96
17        9.71        38.57
18        10.10        39.11
19        10.56        39.64
20        0.00        40.06
