        CG/HBCS        CG/ScaleStar
1        29.90        -2.38
2        32.60        0.13
3        31.94        -0.29
4        16.56        -0.03
5        1.46        1.26
6        0.28        7.78
7        0.90        13.30
8        3.40        17.01
9        6.19        20.45
10        7.48        22.88
11        9.03        25.13
12        9.88        26.80
13        10.55        28.56
14        11.05        29.79
15        10.85        31.07
16        11.43        32.06
17        12.35        33.00
18        12.79        33.83
19        13.06        34.58
20        0.00        35.29
