        CG/HBCS        CG/ScaleStar
1        33.40        0.07
2        33.71        -0.19
3        26.63        0.01
4        19.17        4.77
5        0.36        13.04
6        1.47        17.90
7        3.18        22.22
8        4.55        25.34
9        6.06        27.71
10        7.30        29.59
11        7.87        31.29
12        8.35        32.67
13        9.19        33.80
14        9.59        34.80
15        10.16        35.72
16        10.66        36.50
17        10.95        37.17
18        11.03        37.79
19        11.28        38.37
20        0.00        38.86
