        CG/HBCS        CG/ScaleStar
1        33.28        0.07
2        36.21        0.27
3        23.99        0.04
4        19.05        2.37
5        6.69        9.96
6        1.40        16.11
7        3.87        20.48
8        4.50        23.48
9        5.61        26.21
10        7.42        28.33
11        8.31        29.98
12        9.11        31.53
13        9.89        32.76
14        9.77        33.79
15        10.27        34.76
16        10.82        35.62
17        11.06        36.35
18        11.41        36.97
19        11.66        37.59
20        0.00        38.11
