        CG/HBCS        CG/ScaleStar
1        10.98        0.46
2        19.09        -0.11
3        22.68        0.52
4        14.81        -0.04
5        8.19        -0.05
6        4.40        -0.09
7        1.57        0.04
8        1.89        0.32
9        2.50        1.58
10        0.12        3.00
11        2.27        6.29
12        5.81        9.69
13        7.99        12.69
14        9.92        14.70
15        11.17        16.67
16        12.44        18.35
17        13.83        20.22
18        14.84        21.61
19        15.68        23.01
20        0.00        24.38
