        CG/HBCS        CG/ScaleStar
1        35.42        0.19
2        41.64        0.00
3        28.90        3.25
4        13.40        13.57
5        1.23        19.99
6        2.28        24.35
7        3.26        27.47
8        4.49        29.99
9        5.94        31.92
10        6.68        33.49
11        6.97        34.84
12        7.51        35.95
13        8.33        36.90
14        8.56        37.69
15        8.83        38.40
16        9.06        39.02
17        9.42        39.60
18        9.39        40.09
19        9.62        40.54
20        0.00        40.93
