        CG/HBCS        CG/ScaleStar
1        32.94        0.06
2        34.27        0.28
3        24.23        0.17
4        18.91        2.39
5        8.37        9.85
6        1.28        16.14
7        3.35        20.52
8        4.39        23.55
9        6.08        26.35
10        7.25        28.43
11        8.23        29.92
12        8.93        31.50
13        9.80        32.86
14        9.94        33.86
15        9.98        34.83
16        10.65        35.65
17        11.13        36.39
18        11.47        37.06
19        11.54        37.68
20        0.00        38.22
