        CG/HBCS        CG/ScaleStar
1        36.99        -0.01
2        41.18        0.05
3        27.11        5.31
4        12.17        15.19
5        0.33        21.36
6        2.07        25.61
7        3.38        28.69
8        4.81        31.03
9        5.87        32.92
10        6.35        34.41
11        7.00        35.64
12        7.49        36.68
13        7.99        37.54
14        8.21        38.35
15        8.54        39.02
16        8.97        39.61
17        9.12        40.12
18        9.17        40.57
19        9.33        41.01
20        0.00        41.37
