        CG/HBCS        CG/ScaleStar
1        26.81        2.15
2        28.80        0.29
3        34.06        0.44
4        25.97        0.03
5        6.09        0.48
6        0.46        4.44
7        2.28        10.03
8        2.96        14.50
9        4.85        17.88
10        6.32        20.80
11        8.06        23.06
12        9.18        25.15
13        10.45        26.73
14        11.00        28.34
15        11.76        29.52
16        13.04        30.72
17        13.41        31.67
18        12.86        32.58
19        13.51        33.36
20        0.00        34.16
