        CG/HBCS        CG/ScaleStar
1        14.77        0.35
2        24.97        -0.04
3        16.69        0.46
4        9.70        -0.23
5        11.93        0.03
6        12.53        0.25
7        13.50        0.02
8        0.05        1.13
9        1.49        5.08
10        5.27        9.01
11        8.38        12.56
12        9.18        15.02
13        10.76        17.16
14        12.47        19.36
15        13.97        21.30
16        14.13        22.71
17        14.67        24.18
18        14.99        25.48
19        15.89        26.59
20        16.99        27.56
