        CG/HBCS        CG/ScaleStar
1        32.44        -0.05
2        38.13        -0.14
3        31.84        -0.95
4        12.12        9.62
5        0.03        16.62
6        1.07        21.67
7        3.49        25.26
8        5.19        28.01
9        5.97        30.08
10        6.65        31.85
11        7.48        33.27
12        8.04        34.51
13        8.56        35.59
14        9.16        36.49
15        9.26        37.25
16        9.71        37.93
17        10.20        38.53
18        10.10        39.08
19        10.40        39.59
20        0.00        40.02
