        CG/HBCS        CG/ScaleStar
1        20.31        -5.93
2        31.68        0.38
3        31.10        -1.92
4        26.56        0.08
5        4.88        -1.43
6        0.41        4.26
7        2.36        9.49
8        3.62        14.30
9        5.02        17.33
10        7.00        20.62
11        8.11        22.71
12        9.71        24.95
13        10.89        26.45
14        11.51        28.09
15        11.92        29.33
16        12.32        30.51
17        12.60        31.47
18        12.80        32.44
19        13.45        33.21
20        0.00        34.00
