        CG/HBCS        CG/ScaleStar
1        12.82        -0.06
2        20.55        0.00
3        15.83        0.17
4        7.63        0.16
5        17.69        0.00
6        15.39        -0.00
7        8.01        -1.39
8        0.48        1.08
9        2.60        5.18
10        4.25        8.04
11        7.84        12.65
12        9.45        15.03
13        10.70        16.87
14        12.55        19.62
15        13.49        21.37
16        14.19        22.61
17        14.47        24.17
18        15.51        25.56
19        15.44        26.71
20        0.00        27.75
