        CG/HBCS        CG/ScaleStar
1        32.42        0.05
2        33.80        0.32
3        26.43        0.03
4        9.50        -0.07
5        11.35        7.60
6        0.59        13.96
7        2.54        18.07
8        5.40        21.84
9        6.29        24.68
10        6.98        26.73
11        7.82        28.79
12        9.14        30.32
13        9.66        31.61
14        10.20        32.83
15        10.62        33.75
16        11.04        34.68
17        11.42        35.47
18        12.11        36.16
19        12.17        36.85
20        0.00        37.45
