        CG/HBCS        CG/ScaleStar
1        34.95        0.06
2        41.03        0.07
3        30.47        3.36
4        10.25        13.59
5        -0.02        20.01
6        2.16        24.40
7        3.17        27.50
8        4.41        29.97
9        5.79        31.93
10        6.65        33.53
11        7.14        34.86
12        7.73        35.95
13        8.29        36.90
14        8.55        37.71
15        8.91        38.39
16        9.30        39.03
17        9.35        39.58
18        9.31        40.07
19        9.51        40.54
20        0.00        40.90
