        CG/HBCS        CG/ScaleStar
1        33.33        0.07
2        34.36        0.23
3        23.74        0.01
4        18.51        2.60
5        1.47        9.83
6        1.55        16.38
7        3.34        20.73
8        4.78        23.74
9        6.07        26.37
10        6.83        28.58
11        7.89        30.20
12        8.42        31.67
13        9.27        32.98
14        9.69        34.06
15        10.39        34.94
16        10.88        35.79
17        11.16        36.55
18        11.50        37.16
19        11.71        37.78
20        0.00        38.28
