        CG/HBCS        CG/ScaleStar
1        14.42        -6.30
2        24.32        0.16
3        26.86        0.68
4        29.64        -0.07
5        15.88        0.08
6        0.86        0.20
7        1.45        5.99
8        2.90        9.99
9        5.38        14.63
10        7.20        17.46
11        8.60        20.43
12        9.20        22.41
13        9.73        24.22
14        11.52        26.06
15        11.68        27.22
16        12.89        28.68
17        13.26        29.64
18        13.93        30.76
19        13.94        31.65
20        0.00        32.55
