        CG/HBCS        CG/ScaleStar
1        32.02        0.06
2        33.58        0.25
3        23.95        0.04
4        10.10        -1.25
5        8.52        7.60
6        1.09        13.96
7        2.93        18.19
8        4.89        21.85
9        6.82        24.69
10        7.17        26.74
11        8.08        28.73
12        8.72        30.28
13        9.82        31.62
14        10.42        32.80
15        10.70        33.70
16        11.40        34.59
17        11.65        35.45
18        11.95        36.13
19        11.90        36.80
20        0.00        37.36
