        CG/HBCS        CG/ScaleStar
1        15.18        0.81
2        21.97        -0.12
3        18.35        0.27
4        16.69        0.95
5        4.69        0.21
6        15.59        0.23
7        1.06        -0.01
8        0.00        1.09
9        1.23        5.13
10        2.92        8.71
11        6.36        12.70
12        8.69        15.24
13        10.58        17.11
14        12.72        19.70
15        13.36        21.45
16        13.33        22.61
17        13.41        24.17
18        14.01        25.55
19        14.16        26.68
20        0.00        27.83
