        CG/HBCS        CG/ScaleStar
1        36.71        0.21
2        41.46        0.00
3        27.08        5.26
4        12.31        15.10
5        0.25        21.23
6        2.08        25.55
7        3.37        28.64
8        4.76        30.98
9        5.57        32.83
10        6.17        34.35
11        6.97        35.59
12        7.59        36.62
13        8.04        37.50
14        8.40        38.29
15        8.65        38.96
16        8.81        39.55
17        8.91        40.07
18        9.03        40.54
19        9.12        40.95
20        0.00        41.32
