        CG/HBCS        CG/ScaleStar
1        32.23        -0.09
2        34.36        0.27
3        24.50        0.08
4        17.23        2.30
5        0.63        9.70
6        1.47        16.11
7        3.11        20.50
8        4.41        23.49
9        5.49        26.21
10        7.28        28.40
11        8.27        30.00
12        8.97        31.48
13        9.94        32.79
14        9.76        33.81
15        10.07        34.75
16        10.67        35.67
17        11.04        36.36
18        11.59        37.02
19        11.92        37.63
20        0.00        38.17
