        CG/HBCS        CG/ScaleStar
1        32.24        -0.07
2        31.54        0.16
3        29.32        0.05
4        11.90        0.10
5        9.09        4.59
6        2.47        10.78
7        1.74        15.95
8        4.71        19.91
9        6.64        22.75
10        7.31        25.22
11        8.31        27.08
12        9.59        28.83
13        9.83        30.23
14        10.10        31.46
15        11.24        32.60
16        11.43        33.51
17        12.12        34.39
18        12.50        35.17
19        12.69        35.84
20        0.00        36.45
