        CG/HBCS        CG/ScaleStar
1        12.59        0.38
2        23.38        0.00
3        16.13        -0.16
4        16.05        0.02
5        12.47        -0.37
6        4.66        0.13
7        3.98        0.26
8        1.35        0.05
9        1.74        0.00
10        0.90        3.07
11        1.71        6.27
12        4.56        8.98
13        8.04        12.60
14        10.30        14.75
15        11.09        16.78
16        12.74        18.43
17        14.58        20.31
18        14.75        21.72
19        14.60        23.00
20        0.00        24.35
