        CG/HBCS        CG/ScaleStar
1        37.05        0.16
2        41.67        0.03
3        26.45        5.44
4        13.49        15.27
5        0.34        21.47
6        2.16        25.69
7        3.32        28.74
8        4.59        31.08
9        5.39        32.96
10        6.20        34.47
11        6.94        35.73
12        7.77        36.76
13        8.12        37.63
14        8.20        38.40
15        8.49        39.07
16        8.74        39.65
17        9.05        40.17
18        9.31        40.63
19        9.31        41.08
20        0.00        41.42
