        CG/HBCS        CG/ScaleStar
1        33.31        0.18
2        36.10        -0.44
3        30.93        -0.65
4        15.16        7.40
5        0.16        14.92
6        1.58        20.22
7        2.85        23.68
8        4.89        26.57
9        6.27        29.03
10        7.07        30.89
11        7.77        32.41
12        8.10        33.61
13        8.80        34.76
14        9.86        35.78
15        9.65        36.60
16        9.96        37.28
17        10.27        37.95
18        10.57        38.51
19        10.86        39.07
20        0.00        39.53
