        CG/HBCS        CG/ScaleStar
1        33.63        0.06
2        37.38        -0.20
3        31.19        -0.20
4        13.87        7.45
5        1.18        15.00
6        1.53        20.28
7        2.99        23.83
8        5.26        26.74
9        6.43        29.09
10        6.87        30.97
11        7.60        32.43
12        8.09        33.67
13        8.88        34.80
14        9.56        35.80
15        9.96        36.62
16        10.21        37.34
17        10.19        37.98
18        10.53        38.56
19        10.65        39.10
20        0.00        39.56
